Timestamp,Port,MAC Address,PCB ID,GS1 Barcode,Device ID,Firmware,Status,Step:Firmware,Step:Backend,Step:Audio,Step:Device,Duration (s),Error
2025-12-07 19:08:40,COM8,28:37:2F:8D:65:00,495,N/A,N/A,1.7.22,COMPLETED,skipped,registered_existing,skipped,pending,13.4,
